Accession	Name	Cluster	Subcluster	PEQtoCluRepr	Grose_Casjens_Cluster	Gros_Casjens_Subcluster
NC_047747.1	Pseudomonas phage phiPsa17, complete genome	2	3	0.366596		
NC_024362.1	Pseudomonas phage phiPSA2, complete genome	2	3	0.368162		
NC_028661.1	Pseudomonas phage PPPL-1, complete genome	2	3	0.362724999999999		
NC_023005.1	Pseudomonas phage PPpW-4 DNA, complete sequence	2	14	0.351716999999999		
NC_047981.1	Pseudomonas phage PspYZU08, complete genome	2	12	0.352799		
NC_047873.1	Pseudomonas phage UNO-SLW1, complete genome	2	4	0.367923		
NC_054890.1	Pseudomonas phage vB PsyP 3MF5, complete genome	2	19	0.364607		
NC_047826.1	Pseudomonas phage WRT, complete genome	2	3	0.366117		
NC_048004.1	Salmonella phage 3A 8767, complete genome	2	1	0.595523999999999		
NC_031258.1	Salmonella phage BP12A, complete genome	2	1	0.54358		
NC_048105.1	Salmonella phage BSP161, complete genome	2	1	0.550046		
NC_010807.1	Salmonella phage phiSG-JL2, complete genome	2	1	0.575365		
NC_071009.1	Salmonella phage vB SAg-RPN15, complete genome	2	1	0.578292		
NC_071037.1	Salmonella phage vB STy-RN5i1, complete genome	2	1	0.553715		
NC_015271.1	Salmonella phage Vi06 complete sequence	2	1	0.449899999999999		
NC_047844.1	Serratia phage 2050H2, complete genome	2	1	0.539123		
NC_047774.1	Serratia phage SM9-3Y, complete genome	2	1	0.57165		
NC_048025.1	Shigella phage SFPH2, complete genome	2	2	0.382928		
NC_048180.1	Shigella phage VB Ship A7, complete genome	2	1	0.534812		
NC_019416.1	Stenotrophomonas phage IME15, complete genome	2	1	0.574249999999999		
NC_013651.1	Vibrio phage N4, complete genome	2	7	0.351345		
NC_004777.1	Yersinia pestis phage phiA1122, complete genome	2	1	0.567674999999999		
NC_047936.1	Yersinia phage fPS-53 genome assembly, complete genome: monopartite	2	1	0.462022		
NC_047937.1	Yersinia phage fPS-54-ocr genome assembly, complete genome: monopartite	2	1	0.504209		
NC_047935.1	Yersinia phage fPS-59 genome assembly, complete genome: monopartite	2	1	0.51519		
NC_047934.1	Yersinia phage fPS-9 genome assembly, complete genome: monopartite	2	1	0.498027		
NC_047755.1	Yersinia phage phiYe-F10, complete genome	2	1	0.587789		
NC_001271.1	Yersinia phage phiYeO3-12, complete genome	2	1	0.556169		
NC_048108.1	Yersinia phage PYPS50, complete genome	2	1	0.545655999999999		
NC_028655.1	Yersinia phage vB YenP AP10, complete genome	2	1	0.624961		
NC_025451.1	Yersinia phage vB YenP AP5, complete genome	2	1	0.584418		
NC_023715.1	Yersinia phage Yep-phi, complete genome	2	1	0.549361		
NC_031060.1	Gordonia phage JSwag, complete genome	3	7	0.333647999999999		
NC_030695.1	Gordonia phage KatherineG, complete genome	3	7	0.347399		
NC_031031.1	Gordonia phage Remus, complete genome	3	7	0.344384		
NC_030694.1	Gordonia phage Rosalind, complete genome	3	7	0.348144		
NC_030698.1	Gordonia phage Soups, complete genome	3	7	0.354581		
NC_041886.1	Gordonia phage Strosahl, complete genome	3	7	0.34487		
NC_042123.1	Gordonia phage Waits, complete genome	3	7	0.347554		
NC_023597.1	Mycobacterium phage 20ES, complete genome	3	1	0.732553		
NC_023607.1	Mycobacterium phage 40AC, complete genome	3	1	0.544097		
NC_022058.1	Mycobacterium phage Adzzy, complete genome	3	6	0.552835		
NC_023716.1	Mycobacterium phage Alma, complete genome	3	9	0.475678		
NC_022087.1	Mycobacterium phage AnnaL29, complete genome	3	1	0.600217999999999		
NC_054805.1	Mycobacterium phage Anselm, complete genome	3	1	0.846326		
NC_054790.1	Mycobacterium phage Anthony, complete genome	3	17	0.375017		
NC_029018.2	Mycobacterium phage Anubis, complete genome	3	3	0.395518		
NC_031277.1	Mycobacterium phage ArcherNM, complete genome	3	1	0.636794		
NC_054778.1	Mycobacterium phage Archetta, complete genome	3	4	0.313106		
NC_022977.1	Mycobacterium phage Artemis2UCLA, complete genome	3	5	0.456441		
NC_054772.1	Mycobacterium phage BabyRay, complete genome	3	3	0.386143		
NC_031279.1	Mycobacterium phage Bactobuster, complete genome	3	1	0.557841		
NC_023562.1	Mycobacterium phage BellusTerra, complete genome	3	2	0.393518999999999		
NC_054806.1	Mycobacterium phage Benvolio, complete genome	3	1	0.760636		
NC_054779.1	Mycobacterium phage Blinn1, complete genome	3	5	0.463705999999999		
NC_023713.1	Mycobacterium phage Blue7, complete genome	3	5	0.459234		
NC_054777.1	Mycobacterium phage Bluefalcon, complete genome	3	4	0.297914		
NC_021533.1	Mycobacterium phage BTCU-1, complete genome	3	3	0.320196		
NC_054807.1	Mycobacterium phage Bugsy, complete genome	3	1	0.761443		
NC_054799.1	Mycobacterium phage Camperdownii, complete genome	3	2	0.376955		
NC_031238.1	Mycobacterium phage Catalina, complete genome	3	9	0.431022		
NC_054808.1	Mycobacterium phage Centaur, complete genome	3	1	0.719708999999999		
NC_054795.1	Mycobacterium phage Cerulean, complete genome	3	2	0.395259999999999		
NC_028897.1	Mycobacterium phage Chadwick, complete genome	3	4	0.313640999999999		
NC_008203.1	Mycobacterium phage Che12, complete genome	3	6	0.533541		
NC_021338.1	Mycobacterium phage Chy4, complete genome	3	6	0.535001		
NC_021318.1	Mycobacterium phage Chy5, complete genome	3	6	0.555682		
NC_054804.1	Mycobacterium phage Cindaradix, complete genome	3	2	0.369742		
NC_054797.1	Mycobacterium phage Cintron, complete genome	3	2	0.371870999999999		
NC_022965.1	Mycobacterium phage CloudWang3, complete genome	3	5	0.455909		
NC_022973.1	Mycobacterium phage Conspiracy, complete genome	3	4	0.302621		
NC_023606.1	Mycobacterium phage CRB1, complete genome	3	1	0.70612		
NC_054785.1	Mycobacterium phage DarthPhader, complete genome	3	11	0.456879999999999		
NC_054789.1	Mycobacterium phage DroogsArmy, complete genome	3	10	0.291527		
NC_023564.1	Mycobacterium phage EagleEye, complete genome	3	15	0.447876		
NC_023553.1	Mycobacterium phage Echild, complete genome	3	1	0.753743		
NC_028852.1	Mycobacterium phage Equemioh13, complete genome	3	1	0.712121999999999		
NC_031263.1	Mycobacterium phage EvilGenius, complete genome	3	1	0.754036		
NC_054809.1	Mycobacterium phage Fameo, complete genome	3	1	0.83638		
NC_020876.1	Mycobacterium phage First, complete genome	3	1	0.730536		
NC_022753.1	Mycobacterium phage Fredward, complete genome	3	12	0.275672		
NC_055858.1	Mycobacterium phage Gail, complete genome	3	13	0.464786999999999		
NC_054810.1	Mycobacterium phage Georgie2, complete genome	3	1	0.954023		
NC_054811.1	Mycobacterium phage Heffalump, complete genome	3	1	0.78279		
NC_021308.1	Mycobacterium phage HINdeR, complete genome	3	10	0.299865		
NC_054800.1	Mycobacterium phage ICleared, complete genome	3	2	0.373888		
NC_028687.1	Mycobacterium phage Iracema64, complete genome	3	2	0.371527		
NC_054814.1	Mycobacterium phage IronMan, complete genome	3	1	0.554898		
NC_055817.1	Mycobacterium phage Jeeves, complete genome	3	13	0.46768		
NC_054780.1	Mycobacterium phage JewelBug, complete genome	3	5	0.445551		
NC_021535.1	Mycobacterium phage Jobu08, complete genome	3	3	0.412647		
NC_054812.1	Mycobacterium phage JoshKayV, complete genome	3	1	0.788779		
NC_022984.1	Mycobacterium phage Jovo, complete genome	3	4	0.300428		
NC_024141.1	Mycobacterium phage Kampy, complete genome	3	2	0.395062		
NC_054793.1	Mycobacterium phage Kimona, complete genome	3	16	0.366171		
NC_054782.1	Mycobacterium phage Koko, complete genome	3	5	0.481114999999999		
NC_001335.1	Mycobacterium phage L5 complete genome	3	6	0.572048		
NC_028744.1	Mycobacterium phage LadyBird, complete genome	3	1	0.710121		
NC_028877.1	Mycobacterium phage Larenn, complete genome	3	1	0.733498		
NC_054796.1	Mycobacterium phage LeoAvram, complete genome	3	2	0.37498		
NC_022086.1	Mycobacterium phage LittleCherry, complete genome	3	4	0.302288		
NC_031256.1	Mycobacterium phage Loser, complete genome	3	1	0.595029		
NC_028849.1	Mycobacterium phage Luchador, complete genome	3	13	0.494869		
NC_054771.1	Mycobacterium phage MA5, complete genome	3	3	0.387843		
NC_054813.1	Mycobacterium phage Malec, complete genome	3	1	0.725087		
NC_028798.1	Mycobacterium phage MarQuardt, complete genome	3	3	0.40201		
NC_054802.1	Mycobacterium phage Miramae, complete genome	3	2	0.356924		
NC_031257.1	Mycobacterium phage Mulciber, complete genome	3	14	0.462109		
NC_054803.1	Mycobacterium phage Mundrea, complete genome	3	2	0.368969		
NC_054791.1	Mycobacterium phage MyraDee, complete genome	3	19	0.306845999999999		
NC_054774.1	Mycobacterium phage Naca, complete genome	3	4	0.294729		
NC_054801.1	Mycobacterium phage Noelle, complete genome	3	2	0.367457999999999		
NC_023565.1	Mycobacterium phage Nyxis, complete genome	3	2	0.373742		
NC_023577.1	Mycobacterium phage Obama12, complete genome	3	2	0.393233		
NC_013694.1	Mycobacterium phage Peaches, complete genome	3	2	0.374527		
NC_054815.1	Mycobacterium phage Phaded, complete genome	3	1	0.551971		
NC_024148.1	Mycobacterium phage Phantastic, complete genome	3	3	0.383734		
NC_054784.1	Mycobacterium phage Pharaoh, complete genome	3	11	0.456806		
NC_028662.1	Mycobacterium phage Phlei, complete genome	3	20	0.341234999999999		
NC_028965.1	Mycobacterium phage Pioneer, complete genome	3	9	0.459828		
NC_028794.1	Mycobacterium phage Piro94, complete genome	3	1	0.712606		
NC_054773.1	Mycobacterium phage Pistachio, complete genome	3	3	0.390441999999999		
NC_054792.1	Mycobacterium phage PP DNA, complete genome	3	18	0.320099		
NC_054781.1	Mycobacterium phage Priamo, complete genome	3	5	0.456785		
NC_011023.1	Mycobacterium phage Pukovnik, complete genome	3	1	0.5448		
NC_054759.1	Mycobacterium phage PurpleHaze, complete genome	3	3	0.403212		
NC_025444.1	Mycobacterium phage RedRock, complete genome	3	1	0.602913		
NC_054786.1	Mycobacterium phage Refuge, complete genome	3	11	0.435637		
NC_023609.1	Mycobacterium phage RhynO, complete genome	3	8	0.357279		
NC_042036.1	Mycobacterium phage Rockstar, complete genome	3	3	0.37655		
NC_054775.1	Mycobacterium phage Scorpia, complete genome	3	4	0.310023		
NC_028932.1	Mycobacterium phage Serenity, complete genome	3	6	0.581213		
NC_021307.1	Mycobacterium phage Severus, complete genome	3	8	0.389179999999999		
NC_028914.1	Mycobacterium phage Sheen, complete genome	3	10	0.321509999999999		
NC_028860.1	Mycobacterium phage Smeadley, complete genome	3	12	0.290143999999999		
NC_054760.1	Mycobacterium phage SoilDragon, complete genome	3	3	0.412699999999999		
NC_054794.1	Mycobacterium phage Stasia, complete genome	3	2	0.375453999999999		
NC_054787.1	Mycobacterium phage Steamy, complete genome	3	11	0.455654		
NC_029043.2	Mycobacterium phage SweetiePie, complete genome	3	1	1		
NC_028912.1	Mycobacterium phage Swirley, complete genome	3	4	0.296574		
NC_017973.1	Mycobacterium phage SWU1, complete genome	3	6	0.554956		
NC_054788.1	Mycobacterium phage SWU2, complete genome	3	10	0.294915		
NC_028960.2	Mycobacterium phage Theia, complete genome	3	4	0.29567		
NC_028757.1	Mycobacterium phage Tiffany, complete genome	3	3	0.403151999999999		
NC_041984.1	Mycobacterium phage Tiger, complete genome	3	4	0.302386		
NC_041983.1	Mycobacterium phage Timshel, complete genome	3	10	0.296471999999999		
NC_026591.1	Mycobacterium phage Trike, complete genome	3	8	0.386904		
NC_023731.1	Mycobacterium phage Trixie, complete genome	3	1	0.64229		
NC_023707.1	Mycobacterium phage Turbido, complete genome	3	1	0.827037		
NC_041982.1	Mycobacterium phage Twister, complete genome	3	8	0.371843999999999		
NC_028802.1	Mycobacterium phage UnionJack, complete genome	3	4	0.313204		
NC_054770.1	Mycobacterium phage Veracruz, complete genome	3	3	0.360464		
NC_029077.1	Mycobacterium phage VohminGhazi, complete genome	3	5	0.463257999999999		
NC_023709.1	Mycobacterium phage Wile, complete genome	3	2	0.366527999999999		
NC_054798.1	Mycobacterium phage Wizard007, complete genome	3	2	0.374615999999999		
NC_042058.1	Mycobacterium phage Wonder, complete genome	3	3	0.365167		
NC_054783.1	Mycobacterium phage Yecey3, complete genome	3	9	0.502664999999999		
NC_022985.1	Mycobacterium phage Zaka, complete genome	3	5	0.459242999999999		
NC_054761.1	Mycobacterium phage Zetzy, complete genome	3	3	0.387973		
NC_054776.1	Mycobacterium phage Zolita, complete genome	3	4	0.297467999999999		
NC_042339.1	Mycobacterium virus Arturo, complete genome	3	2	0.371384999999999		
NC_042337.1	Mycobacterium virus Astro, complete genome	3	12	0.286385		
NC_042308.1	Mycobacterium virus Backyardigan, complete genome	3	2	0.367318999999999		
NC_042331.1	Mycobacterium virus Benedict, complete genome	3	4	0.308678		
NC_004682.2	Mycobacterium virus Bxz2, complete genome	3	3	0.376572		
NC_042333.1	Mycobacterium virus Cuco, complete genome	3	4	0.300956		
NC_001900.2	Mycobacterium virus D29, complete genome	3	6	0.563366		
NC_042330.1	Mycobacterium virus EricB, complete genome	3	5	0.467165		
NC_042312.1	Mycobacterium virus George, complete genome	3	4	0.290805		
NC_042309.1	Mycobacterium virus Gladiator, complete genome	3	5	0.463665		
NC_042340.1	Mycobacterium virus Goose, complete genome	3	8	0.374591		
NC_042318.1	Mycobacterium virus Hammer, complete genome	3	5	0.457388		
NC_042328.1	Mycobacterium virus HelDan, complete genome	3	3	0.385974		
NC_042334.1	Mycobacterium virus Jeffabunny, complete genome	3	5	0.454489999999999		
NC_042310.1	Mycobacterium virus JHC117, complete genome	3	3	0.40224		
NC_023745.1	Mycobacterium virus LHTSCC, complete genome	3	2	0.393336		
NC_042311.1	Mycobacterium virus Microwolf, complete genome	3	3	0.401726		
NC_042314.1	Mycobacterium virus PackMan, complete genome	3	9	0.463508999999999		
NC_042341.1	Mycobacterium virus Rebeuca, complete genome	3	8	0.372635		
NC_042335.1	Mycobacterium virus Saintus, complete genome	3	12	0.291417999999999		
NC_042024.1	Lactococcus lactis phage p2, complete genome	4	1	0.777126		
NC_049348.1	Lactococcus lactis phage p272, complete genome	4	1	0.667538		
NC_049349.1	Lactococcus lactis phage P475, complete genome	4	1	0.699037		
NC_049397.1	Lactococcus phage 05601, complete genome	4	1	0.623467		
NC_049374.1	Lactococcus phage 10W18, complete genome	4	1	0.652557		
NC_049377.1	Lactococcus phage 13W11L, complete genome	4	1	0.720057		
NC_049398.1	Lactococcus phage 16802, complete genome	4	1	0.772206		
NC_049373.1	Lactococcus phage 16W23, complete genome	4	1	0.696261		
NC_049399.1	Lactococcus phage 30804, complete genome	4	1	0.7021		
NC_021853.1	Lactococcus phage 340, complete genome	4	1	0.643152		
NC_049400.1	Lactococcus phage 37201, complete genome	4	1	0.77574		
NC_049401.1	Lactococcus phage 38503, complete genome	4	1	0.683667999999999		
NC_049402.1	Lactococcus phage 38507, complete genome	4	1	0.675951		
NC_049376.1	Lactococcus phage 3R16S, complete genome	4	1	0.648042999999999		
NC_049403.1	Lactococcus phage 51701, complete genome	4	1	0.770524		
NC_049404.1	Lactococcus phage 56003, complete genome	4	1	0.656441		
NC_049405.1	Lactococcus phage 56301, complete genome	4	1	0.605629		
NC_049406.1	Lactococcus phage 57001, complete genome	4	1	0.733078		
NC_049407.1	Lactococcus phage 62601, complete genome	4	1	0.67243		
NC_049408.1	Lactococcus phage 62605, complete genome	4	1	0.693186		
NC_049409.1	Lactococcus phage 63302, complete genome	4	1	0.744004		
NC_049410.1	Lactococcus phage 66901, complete genome	4	1	0.76595		
NC_008370.1	Lactococcus phage 712, complete genome	4	1	0.658922		
NC_049411.1	Lactococcus phage 79201, complete genome	4	1	0.788723		
NC_049412.1	Lactococcus phage 88605, complete genome	4	1	0.717685		
NC_049446.1	Lactococcus phage 8V08, complete genome	4	1	0.720936999999999		
NC_049360.1	Lactococcus phage 936 group phage Phi109, complete genome	4	1	0.707549		
NC_049366.1	Lactococcus phage 936 group phage Phi155, complete genome	4	1	0.719414		
NC_049356.1	Lactococcus phage 936 group phage Phi19.3, complete genome	4	1	0.722885		
NC_049362.1	Lactococcus phage 936 group phage Phi4.2, complete genome	4	1	0.650598999999999		
NC_049363.1	Lactococcus phage 936 group phage Phi44, complete genome	4	1	0.718029		
NC_049357.1	Lactococcus phage 936 group phage Phi5.12, complete genome	4	1	0.713206999999999		
NC_049364.1	Lactococcus phage 936 group phage Phi91127, complete genome	4	1	0.68455		
NC_049354.1	Lactococcus phage 936 group phage PhiA.16, complete genome	4	1	0.767978		
NC_049355.1	Lactococcus phage 936 group phage PhiB1127, complete genome	4	1	0.704777		
NC_049367.1	Lactococcus phage 936 group phage PhiE1127, complete genome	4	1	0.67483		
NC_049358.1	Lactococcus phage 936 group phage PhiF0139, complete genome	4	1	0.826553		
NC_049365.1	Lactococcus phage 936 group phage PhiJF1, complete genome	4	1	0.84977		
NC_049359.1	Lactococcus phage 936 group phage PhiL.18, complete genome	4	1	0.688699		
NC_049361.1	Lactococcus phage 936 group phage PhiL.6, complete genome	4	1	0.712961		
NC_049369.1	Lactococcus phage 936 group phage PhiLj, complete genome	4	1	0.779789		
NC_049368.1	Lactococcus phage 936 group phage PhiM1127, complete genome	4	1	0.665024		
NC_049370.1	Lactococcus phage 936 group phage PhiS0139, complete genome	4	1	0.813905		
NC_049346.1	Lactococcus phage 936, complete genome	4	1	0.749259		
NC_049413.1	Lactococcus phage 96401, complete genome	4	1	0.689727		
NC_049414.1	Lactococcus phage 96403, complete genome	4	1	0.721012		
NC_049415.1	Lactococcus phage 96603, complete genome	4	1	0.740132		
NC_017688.1	Lactococcus phage ASCC191, complete genome	4	1	0.683518		
NC_017695.1	Lactococcus Phage ASCC273, complete genome	4	1	0.736596		
NC_017702.1	Lactococcus Phage ASCC281, complete genome	4	1	0.678952		
NC_017698.1	Lactococcus Phage ASCC465, complete genome	4	1	0.679181		
NC_017696.1	Lactococcus Phage ASCC532, complete genome	4	1	0.673062		
NC_011046.1	Lactococcus phage bIBB29, complete genome	4	1	0.64794		
NC_001909.1	Lactococcus phage bIL170, complete genome	4	1	0.714704999999999		
NC_049351.1	Lactococcus phage CaseusJM1, complete genome	4	1	0.794781		
NC_013155.1	Lactococcus phage CB13, complete genome	4	1	0.709792		
NC_013152.1	Lactococcus phage CB14, complete genome	4	1	0.687345		
NC_013153.1	Lactococcus phage CB19, complete genome	4	1	0.772356		
NC_013154.1	Lactococcus phage CB20, complete genome	4	1	0.771797		
NC_049480.1	Lactococcus phage CHPC129, complete genome	4	1	0.725062		
NC_049481.1	Lactococcus phage CHPC361, complete genome	4	1	0.724245		
NC_049482.1	Lactococcus phage CHPC362, complete genome	4	1	0.763411		
NC_049483.1	Lactococcus phage CHPC52, complete genome	4	1	0.701298		
NC_049484.1	Lactococcus phage CHPC781, complete genome	4	1	0.765161		
NC_049485.1	Lactococcus phage CHPC958, complete genome	4	1	0.630307		
NC_049486.1	Lactococcus phage CHPC959, complete genome	4	1	0.730051		
NC_049487.1	Lactococcus phage CHPC964, complete genome	4	1	0.649135		
NC_049488.1	Lactococcus phage CHPC965, complete genome	4	1	0.616297		
NC_049347.1	Lactococcus phage fd13, complete genome	4	1	1		
NC_049375.1	Lactococcus phage i0139, complete genome	4	1	0.731833		
NC_008371.1	Lactococcus phage jj50, complete genome	4	1	0.757513		
NC_021860.1	Lactococcus phage jm2, complete genome	4	1	0.72832		
NC_021854.1	Lactococcus phage jm3, complete genome	4	1	0.735128		
NC_049422.1	Lactococcus phage LP0209, complete genome	4	1	0.749644		
NC_049423.1	Lactococcus phage LP0903, complete genome	4	1	0.713824999999999		
NC_049424.1	Lactococcus phage LP1502a, complete genome	4	1	0.652612		
NC_049416.1	Lactococcus phage LP8511, complete genome	4	1	0.717998		
NC_049417.1	Lactococcus phage LP9207, complete genome	4	1	0.717164		
NC_049418.1	Lactococcus phage LP9404, complete genome	4	1	0.751206		
NC_049419.1	Lactococcus phage LP9609, complete genome	4	1	0.769544		
